"군급","군급상태","명칭(한글)","명칭(영문)","주석(한글)","주석(영문)","포함(한글)","포함(영문)","제외(한글)","제외(영문)"
"6930","A","운전훈련장치","Operation Training Devices","","","지상에서의 비행연습장치; 자동조종 훈련장치; 편류계 훈련장치; 천체항법 훈련장치; 추측항법 훈련장치; 이륙 및 착륙 훈련장치; 지형 투사 훈련장치; 통신 및 병기를 제외한 모든 운전훈련장치","Includes Link Trainers; Automatic Pilot Training Devices; Drift Meter Training Devices; Celestial Navigation Trainers; Dead Reckoning Navigation Trainers; Instrument Flying and Landing Trainers; Terrain Projection Trainers; All operational training devices except communication and armament.","훈련용 보조재","Excludes Training Aids."
"6940","A","통신훈련장치","Communication Training Devices","","","초음속 레이더 훈련장치; 항법용 레이더 훈련장치; 관측용 레이더 훈련장치; 암호 연습장비","Includes Supersonic Radar Trainers; Navigational Radar Trainers; Search and Detecting Radar Trainers; Code Practice Equipment.","훈련용 보조재","Excludes Training Aids."
"7000","A","자동 데이터 처리장치(펌웨어 포함),소프트웨어,공급품 및 보조장치","Information Technology Equipment (Including Firmware), Software, Supplies and Support Equipment","","","","","",""
"7010","A","자동 데이터 처리 장치 시스템 구성","Information Technology Equipment System Configuration","하나의 시스템으로서 운용되도록 상호 연결되어있는 일반목적 아날로그, 디지털 또는 하이브리드 전자 또는 전자기계식 장치의 그룹을 말한다. ""시스템""이라는 용어가 명확하게 규정하지 않더라도 자주 자동자료처리시스템으로 사용된다. 중앙처리장치(CPU) 및 필수 입/출력장치, 부수장치, 아날로그 측정장치, 요구과제를 수행하기 위해 필요한 소프트웨어 및/또는 펌웨어로 구성된 장치의 조립체를 포함한다. 또한 입/출력장치, 중앙처리장치 및/또는 부수장치 또는 하나의 조립체 또는 장치로서 결합된 구성품을 갖춘 보조조립체 및 장치를 포함한다. 하나의 시스템 속에 결합된 특수제작된 장치는 기본조립체 또한 장치의 분류상 영향을 미치지 않는다","Note-a group of general purpose analog, digital, or hybrid electronic or electromechanical devices that are interconnected to operate as a system. Frequently referred to as an Information Technology (IT) or Automated Data Processing (ADP) system, although the term ""system"" is not considered definitive. Includes an assembly of devices consisting of a central processing unit (CPU) and the necessary input/output devices, accessorial devices, analog measurement devices, software and/or firmware required to perform the desired objectives. Also includes subassemblies and units in which input/output devices, CPUs, and/or accessorial devices or components are incorporated into a single assembly or unit. A specially designed device incorporated into a system shall not influence the classification of the base assembly or unit.","","","",""
"7020","A","아날로그 자동 데이터 처리 중앙처리장치(CPU,컴퓨터)","Information Technology Central Processing Unit (CPU, Computer), Analog","아날로그는 다른 형태로 존재하는 물리적 상태의 한 형태를 표현한다 (예를들면 온도계내의 온도를 나타내는 관속 수은의 높이, 속도계의 속도를 나타내는 바늘 각도의 위치). 이 군급은 유량, 온도, 압력, 각도 위치 또는 전압과 같은 물리적 특성의 전기적 등가량을 입력으로서 수용하고, 한층 더한 효과를 위한 결과를 생산하기 위해 이러한 전기적 등가량을 처리하여 계산을 수행하는 중앙처리장치만을 포함한다","Note-An analog is a representation in one form of a physical condition existing in another form (e.g., the level of mercury in a tube represents temperature in a thermometer; the angular position of a needle represents speed on a speedometer). This class includes only CPUs that accept as inputs the electrical equivalent of physical conditions such as flow, temperature, pressure, angular position or voltage and perform computations by manipulating these electrical equivalents to produce results for further use.","","","",""
"7021","A","디지털 자동 데이터 처리 중앙처리장치(CPU,컴퓨터)","Information Technology Central Processing Unit (CPU, Computer), Digital","디지털은 불연속적인 숫자, 기호 및 미리 정해진 전기량의 부호화된 조합의 알파벳의 표시를 말한다. 이 군급은 디지털 양에 의해 표현되는 정보를 수용하는 중앙처리장치만을 포함한다. 특히, 데이터에 관한 것 뿐만 아니라 연산자의 개입없이 그 자체의 내부메모리(저장장치)에 포함되는 프로그램에 관한 산수 및 논리작업(프로그램)의 결과를 수행할 수 있는 능력을 갖춘 장치를 포함한다","Note-Digital refers to the representation of discrete numbers, symbols and alphabetic characters by a predetermined, coded combination of electrical impulses. This class includes only CPUs that accept information represented by digital impulses. Specifically, a device capable of performing sequences of arithmetic and logic operations (a program) not only on data but also on the program which is contained in its internal memory (storage) without intervention of an operator.","","","",""
"7022","A","하이브리드 자동 데이터 처리 중앙처리장치(CPU,컴퓨터)","Information Technology Central Processing Unit (CPU, Computer), Hybrid","하이브리드는 상호교통을 위해 필요한 변환능력을 갖춘 군급 7020 ""아날로그 자동데이터처리 중앙처리장치"" 및 7021 ""디지털 자동데이터처리 중앙처리장치""에서 정의한 것과 같이 아날로그 및 디지털 능력의 조합을 의미한다","Note-Hybrid refers to a combination of analog and digital capability as defined in Classes 7020 and 7021 with conversion capability required for intercommunication.","","","",""
"7025","A","자동 데이터 처리 입/출력 및 저장장치","Information Technology Input/Output and Storage Devices","이 군급은 정보를 컴퓨터로 전송하고 컴퓨터로부터 전송받고 제어하는데 사용되는 장치를 포함한다. 입력장치는 컴퓨터로 자료 및 명령을 전송하기 위해 사용된다. 출력장치는 컴퓨터에 의해 처리된 결과를 자동데이터처리 주변장치로 전송하기 위해 사용되는 장치이다. 입/출력장치는 동일한 장치에 위의 기능들을 조합한 장치이다. 이 군급은 프린터, 표시장치(디스플레이), 디스크 드라이브 장치(자기, 광학 및 플롭티컬), 테이프 드라이브 장치, 단말기, 데이터 입력장치 및 전송장치를 포함하며, 또한 데이터 및 펌웨어의 저장 및 검색을 위한 광학 컴팩트 디스크를 포함한다.","Note-This class includes devices used to control and transfer information to and from a Computer (as modified). The input device is used for transferring data and instructions into a computer. The output device is used to transfer results of processing by the computer to Information Technology or Automated Data Processing peripheral devices. Input/output devices combine the above functions in the same device. This class includes printers, display units, disk drive units (magnetic, optical and floptical), tape drive units, terminals, data entry devices and transfer units. Also includes Optical Compact Disk (CD) devices used for the storage and retrieval of data and firmware.","","","",""
"7030","A","자동 데이터 처리 소프트웨어","Information Technology Software","소프트웨어는 중앙처리장치에서 받아들일 수 있는 형태의 명령 또는 문장의 연속이며, 자동 데이터 처리장비 구성이 연산 또는 명령을 수행할 수 있도록 설계하였으며, 컴퓨터에 의해 작동되고 처리될 수 있는 형태의 데이터의 집합이다","Note-Software is a series of instructions or statements in a form acceptable to a CPU, designed to cause the Information Technology Equipment or Automated Data Processing Equipment configuration to execute an operation or operations; or a collection of data in a form capable of being processed and operated on by a computer.","운영체제, 어셈블러, 컴파일러, 집행루틴, 인터프리터, 번역기와 같은 시스템 프로그램; 정렬/병합 프로그램, 매체변환, 유지보수 진단프로그램과 같은 유틸리티 프로그램; 급료지불명부, 재고관리 및 공학분석 프로그램과 같은 응용프로그램","Includes System programs, such as operating systems, assemblers, compilers, executive routines, interpreters, translators; utility programs, such as sort/merge programs, media conversion, maintenance diagnostic programs; and application programs, such as payroll, inventory control, and engineering analysis programs.","특별한 사용자의 요구에 만족토록 또는 그룹 70 ""자동 데이터 처리장치, 소프트웨어, 공급품 및 보조장치""이외의 그룹에 적절히 분류할 수 있는 자동 데이터 처리장치용으로 정부규격서에 맞도록 설계된 소프트웨어; 그룹 76 ""서적류, 지도 및 기타 발간물""에 분류할 수 있는 운영지침서 및 프로그래머 매뉴얼","Excludes Operating manuals and programmers' manuals properly classified in FSG 76."
"7035","A","자동 데이터 처리 지원 장치","Information Technology Support Equipment","이 군급은 구성 그 자체의 부분품이 아닌, 자동 데이터 처리장치 구성과 공동 또는 관련하여 사용되도록 설계된 다양한 장치 및 관련 제어장치를 포함한다. 자동 데이터 처리 보조장치는 마그네틱테이프 시험, 확인 및 소거장치, 테이프 장치 리와인더, 스플라이서, 스풀러 및 카드재생기를 포함한다. 무기시스템, 제어시스템, 디지털 화상 처리시스템, 미사일시스템, 통신시스템 또는 항법시스템과 같이 시스템의 한 부분품으로써 사용되도록 설계되지 않은 상업적으로 이용가능한 관련 일반목적용 보조장치의 완제품 및 구성품은 이 군급에 포함한다. 또한 유량, 압력, 온도 또는 자동기계공구 및 처리작업에 있어서 조절기구에 의해 제어되는 다른 매개변수를 포함하는 자동기계공구 처리작업과 같은 공정제어에 사용하기 위해 특수설계되지 않은 보조제어시스템 및 구성품을 포함한다","Note-This class includes various devices and associated control units which are designed for use in combination or conjunction with an Information Technnology (IT) Equipment or Automated Data Processing (ADP) Equipment configuraProcessing (ADP) Equipment configuration but are not part of the configuratition itself. IT or ADP support equipment includes magnetic tape testing, certifying, and cleaning equipment; disk pack testing, certifying and cleaning equipment; tape equipment, rewinders, splicers, spoolers and card reconditioners. Included in this class are complete units and components of related general purpose commercially available support equipment which are not specifically designed for use as part of a system such as a weapon system, control system, digital image processing system, missile system, communication system or navigation system. Also included are support control systems and components not specifically designed for use with process control such as automatitic machine tool processing operations in which flow, pressure, temperature or other parameters are controlled by instrument regulations in automatic machine tool and process operations.","","","",""
