,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 
71651,1823,LNG0035,1,22770,***,"징비피복(정비화, 안전모) 구매",물품,LNG,육군 제1군단,2024-05-31 10:30,F69CB,주식회사 청미이엔지,cheongmi,최숙자,312233381,031-223-3381,경기도 안성시 강변로74번길19-8 (도기동),88.0,"45,211,526"
71656,3953,SCL0030,1,22864,***,수납형 테이블 등 24종 구매,물품,SCL,해군사관학교,2024-05-31 10:30,M35EE,와이 에스 엠,,윤성만,7088040077,070-8804-0077,"충청남도 계룡시 엄사면 번영3길73-12, 104동 1106호(삼진아파트)",88.0,"26,456,214"
71658,32,MCT0031,1,23052,***,배드민턴부 운동용품(셔틀콕)구매,물품,MCT,국군체육부대,2024-05-31 10:30,C61E6,케이씨테크노(주),"KEC TECHNO CO., LTD.",이석형,319238555,031-923-8555,경기도 고양시 일산서구 송산로 221(),88.022,"6,855,200"
71679,637,LCP0043,1,22591,***,탑승식 습식 청소차 구매,물품,LCP,육군항공사령부,2024-05-30 11:30,HA139,무한상사,Moohan Corp,이정매,1075605966,010-7560-5966,"서울특별시 강동구 성내로6나길27, 101-205",88.003,"16,796,690"
71684,110,LKG0056,1,22171,***,24년 7~9월 부대계약(일반품목) 구매,물품,LKG,육군제53보병사단,2024-05-30 11:00,M472D,한림 주식회사,,임규율,318292644,031-829-2644,경기도 의정부시 범골로35번길42-0 (호원동),83.019,"2,744,684,615"
71687,113,SFD0051,1,22539,***,재난안전물자(레스큐튜브등 2품목)구매,물품,SFD,제9227부대,2024-05-30 10:30,L5F97,한컴퍼니,,한애경,1045078353,010-4507-8353,"경상북도 포항시 남구 지곡로260, 107동 1302호(지곡동, 효자그린아파트)",88.017,"21,749,480"
71689,287,LGT0052,1,22643,***,예비군훈련대 실내사격장 방탄보호판 설치(24-GP-34),물품,LGT,제2307부대,2024-05-30 10:30,EC3A6,주식회사 태승,CallSignENG,이정애,332559049,033-255-9049,강원특별자치도 화천군 화천읍 산수화로6-1,88.003,"25,618,620"
71694,4661,MCL0004,1,22108,***,24-1차 ○○○체계 운용품 구매,물품,MCL,국방정보본부,2024-05-30 10:30,G5BD7,주식회사 도경,"DOKYEONG  INFORMATION COMMUNICATION CO., LTD.",정길호,319057279,031-905-7279,"경기도 고양시 덕양구 삼원로63, 12층 에프1205호(원흥동, 고양 아크비즈 지식산업센터)",87.995,"42,083,770"
71702,292,LFK0041,1,22203,***,24-2차 정보통신운영 및 사이버지식정보방 구매,물품,LFK,육군종합군수학교,2024-05-29 16:30,L97FE,스페이스 와이지,,이수진,7051542699,070-5154-2699,"대전광역시 유성구 노은동로219, 303동 902호(지족동, 열매마을아파트3단지)",88.008,"21,855,728"
71703,2,LDH0542,1,20874,***,(특무) 창정비용 일반물자 구매,물품,LDH,육군종합정비창,2024-05-29 16:30,F1280,주식회사 모든통상,modentrade,최광용,7073531610,070-7353-1610,"서울특별시 구로구 가마산로232 (구로동, 스페스큐브)",88.887,"5,389,670"
71711,10,MDQ0008,2,17368,***,구조실습 마네킨 등 5품목 구매,물품,MDQ,국군의무학교,2024-05-29 16:00,GE221,가드케이 충청,,김희숙,422562035,042-256-2035,"대전광역시 중구 동서대로1365번길12, 2층(목동)",95.246,"17,965,000"
71714,78,SFM0046,1,22190,***,군장품(태극기) 제조,물품,SFM,제3170부대,2024-05-29 16:00,L21F0,주식회사 대일산업,,최외숙,1049234280,010-4923-4280,"부산광역시 사상구 낙동대로1356번길28, 2층(삼락동)",88.001,"79,128,900"
71715,108,LCG0041,1,22178,***,[24-육-114] 안전문화 홍보 로고라이트 구매,물품,LCG,육군본부,2024-05-29 16:00,M266D,에제르 컴퍼니,,이우형,7043003323,070-4300-3323,"경기도 남양주시 별내중앙로30, 6층 605-317호(별내동, 별내로데오몰)",88.028,"11,598,260"
71716,21,SCG0015,1,22355,***,Drum unit 등 24종 구매,물품,SCG,해군본부,2024-05-29 16:00,L0943,이젠진상사,,김진혁,425513100,042-551-3100,"충청남도 계룡시 엄사면 엄사중앙로66, 3동 104호",88.085,"30,213,900"
71718,40,SCH0082,1,22366,***,타이가 팬츠 등 3종,물품,SCH,해군작전사령부,2024-05-29 16:00,I08F0,대성,dae sung,최명희,1068330717,010-6833-0717,"경상남도 창원시 마산회원구 양덕로65-0 (양덕동, 타코마) 가-503",88.001,"9,989,820"
71728,1619,UMM0648,1,18518,***,(246214-E) 자동표기용 종이(울트라컷)구매,물품,UMM,국군재정관리단,2024-05-29 16:00,I503A,소영프로젝트,Soyoung Project,정소영,317751724,031-775-1724,"경기도 남양주시 진접읍 해밀예당1로50-47 , 506호 C98(리첸타워)",87.995,"77,471,260"
71732,1137,SCF0513,1,17977,***,(긴급) 과급기 등 2종,물품,SCF,해군군수사령부,2024-05-29 16:00,I4D5E,재윤상사,Jae Yoon Corp,임명택,1068319985,010-6831-9985,"경기도 시흥시 월곶중앙로14번길87, 215-307(월곶동)",87.995,"110,537,180"
71734,3,LQG0045,1,22278,***,(육성) 예비군 무기 총기보관용 박스 제조 납품,물품,LQG,육군 52보병사단,2024-05-29 16:00,1900F,전일목재산업 주식회사,JEONIL TIMBER,김병진,635453131,063-545-3131,전북특별자치도 김제시 백구면 금백로1138-0,89.149,"3,702,000"
71740,195,LGI0032,1,21281,1,‘24년 3분기 영내자증식 (에너지바 등 17종),물품,LGI,제3군수지원여단,2024-05-29 16:00,BCFAD,주식회사 삼성육운,samsungyoukwoom,이미자,032-439-6267,032-439-6267,"인천광역시 남구 주안로 108, 경향프라자 401호(주안동)",83.037,"20,253"
71749,199,LCF0257,1,14642,***,오-링 등 23항목 구매(궤도-012),물품,LCF,육군군수사령부,2024-05-28 11:30,M81CD,도하테크,,이은선,051-303-5134,051-303-5134,부산광역시 강서구 대저로3번길52-15 (대저1동),88.045,"26,754,940"
71751,3,EBB0205,1,1623,***,"브래킷, 판류",물품,EBB,지상공통전력운영계약팀,2024-05-28 11:00,EABF3,우창기계 주식회사,Woo Chang Machinery Co. Ltd,김운태,552528997,055-252-8997,경상남도 창원시 성산구 공단로324-21 (웅남동),84.769,"242,500,000"
71754,314,LPC0027,1,22127,***,24년 소형전술차량용 특수윤활유 구매,물품,LPC,제25보병사단,2024-05-28 11:00,M17B4,캔디박스,,조혜리,1088769663,010-8876-9663,"강원특별자치도 속초시 미시령로3337번길2-0, 3층 302-E36호 (교동)",88.002,"20,787,080"
71755,15,EBBE028,1,9520,***,스프링류,물품,EBB,지상공통전력운영계약팀,2024-05-28 11:00,K2645,(주)경원R&D,,김옥숙,513044211,051-304-4211,부산광역시 사상구 낙동대로1292번길9-0 (삼락동),88.015,"36,017,500"
71762,2802,UMM0615,1,15110,***,24-N-다관절리프트 구매,물품,UMM,국군재정관리단,2024-05-28 11:00,K0472,기본(The Gibbon),,오영열,1036023222,010-3602-3222,"광주광역시 남구 노대실로49, 606동 101호 (노대동, 송화 레이크 포레)",87.995,"135,056,840"
71764,877,UMM0612,1,13907,***,24-D-동력계산대 구매,물품,UMM,국군재정관리단,2024-05-28 11:00,JFB35,히트,,이지미,1040001575,010-4000-1575,경상북도 칠곡군 동명면 봉암3길37,87.996,"87,906,447"
71765,299,UMM0336,2,4192,***,"24-D-오토바이 1,450cc 이상 구매",물품,UMM,국군재정관리단,2024-05-28 11:00,GFBE8,(유)기흥모터스 용인점,KIHEUNG MOTORS,이계웅,7074058212,070-7405-8212,경기도 용인시 기흥구 신정로105-4 (신갈동),99.497,"114,000,000"
71768,7,LCF0261,1,9507,***,"스프링, 지지용 등 11항목 제조(기장)",물품,LCF,육군군수사령부,2024-05-28 11:00,I3063,이든산업,Ideun Industry,박용철,070-4647-0245,070-4647-0245,부산광역시 강서구 호계로57번길20-0 (죽동동),88.254,"13,053,190"
71772,5,EKA0013,1,7100A,***,"망원경,엘보형(방향틀용)",물품,EKA,기동총괄계약팀,2024-05-28 10:30,F7886,(주)우경광학,"Woo Kyung optics co.,ltd.",류재복,314955319,031-495-5319,경기도 안산시 단원구 해봉로330번길 8,83.846,"363,998,000"
71779,320,LFC0046,1,21993,***,24년 부대후생용구(이발도구) 구매,물품,LFC,육군훈련소,2024-05-28 10:30,LF771,제일산업,,최윤창,7081225511,070-8122-5511,"충청남도 계룡시 두마면 농소로63, 306-2002",88.004,"71,221,410"
71787,15,SCP0062,1,21931,***,산불진화복(외투) 등 3종 구매,물품,SCP,제8385부대,2024-05-28 10:30,M8864,거산,,명영환,031-340-7772,031-340-7772,"경기도 군포시 흥안대로27번길26, 지층(금정동)",88.053,"7,725,900"
71791,4846,SCF0507,1,18756,***,기-의장대 등 13종 구매,물품,SCF,해군군수사령부,2024-05-28 10:30,LEBE7,빌리언우먼,,최의선,1066007702,010-6600-7702,경상남도 사천시 용현면 죽천강길56 (동강아뜨리에) 101-904,88.007,"44,626,664"
71793,3,SCF0512,1,18700,***,"폴리머 탄창 2,511EA 구매",물품,SCF,해군군수사령부,2024-05-28 10:30,IF9D9,주식회사 엠아이티에스프리시즌,"MITS PRECISION Co., Ltd.",김홍석,316638068,031-663-8068,경기도 화성시 안녕남로50번길22 (안녕동),88.145,"40,630,000"
71795,11,SCF0500,1,16488,***,"박스, 플라스틱제(대) 등 2종 / 제조",물품,SCF,해군군수사령부,2024-05-28 10:30,D8475,고광산업주식회사,"ko kwang Industry co,ltd.",이지연,316688990,031-668-8990,경기도 평택시 서탄면 수월암4길62,91.864,"6,117,200"
71796,1147,SCF0492,2,15378,***,압력시험기,물품,SCF,해군군수사령부,2024-05-28 10:30,L426D,서희테크,,홍애란,1082840084,010-8284-0084,"인천광역시 미추홀구 주안동로39-1 (주안동, 트인자리애) 101동 302호",87.995,"22,067,000"
71797,1040,SCF0511,1,15221,***,압력비교검사기 1EA 구매,물품,SCF,해군군수사령부,2024-05-28 10:30,M71D1,김가유통,,김성민,1055140339,010-5514-0339,"인천광역시 부평구 경원대로1269, 111동 303호(산곡동, 현대아파트)",87.995,"22,896,050"
71801,9,LCF0248,1,12774,***,"부트,먼지 및 습기 방지용 등 1항목 제조(특무)",물품,LCF,육군군수사령부,2024-05-28 10:30,L0FB5,에스엔더블유테크,,명노헌,517141295,051-714-1295,부산광역시 강서구 가리새2로13번길14-0 (생곡동),88.031,"7,830,440"
71812,606,UMM0626,1,17090,***,"24-F-전동카트, 승용식 1종 구매",물품,UMM,국군재정관리단,2024-05-27 11:00,GF192,삼보기업,sambo,박미숙,1025691881,010-2569-1881,"경기도 고양시 덕양구 원당로59번길120-0 (주교동, 예중파크뷰아파트) 101동 10층 3호",82.998,"518,352,800"
71813,15,UMM0610,1,15982,***,"24-N-기,신호용 등 134종 제조(248130-F)",물품,UMM,국군재정관리단,2024-05-27 11:00,H58AB,주식회사 엔미디어솔루션,N-media solution,이근식,1042405887,010-4240-5887,"인천광역시 계양구 계산새로71, 비동 310호(계산동, 하이베라스)",91.446,"144,815,940"
71815,84,SCI0055,1,21792,***,가슴장화 등 20종 구매,물품,SCI,제9121부대,2024-05-27 10:30,J4554,가람,,김언지,070-8870-0072,070-8870-0072,경상남도 창원시 의창구 대산면 봉강가술로519,88.07,"9,515,384"
71816,29,MCS0069,1,21856,***,(공-31) 대형 플로터 프란터 1종 구매,물품,MCS,국방부계룡대근무지원단,2024-05-27 10:30,M78DC,은영테크,,정병갑,010-8510-5892,010-8510-5892,충청남도 계룡시 두마면 농소로63-0  305동 902호(계룡 더 푸르지오 더퍼스트),88.002,"23,221,516"
71820,6,SDQ0055,1,21815,***,"기록세트, 신호자료용 등 2종 구매",물품,SDQ,해군제2수리창,2024-05-27 10:30,H2BDC,덕신,dukshin,장향숙,02-537-9667,02-537-9667,경기도 평택시 중앙2로13 (평택동) 602-1호,88.114,"17,084,500"
71822,1591,LMH0033,1,21688,***,24년 안전물자세트 구매(C045),물품,LMH,제7군단,2024-05-27 10:30,M2BD1,하이엔비,,방한결,010-9917-9662,010-9917-9662,"경기도 남양주시 별내면 청학로학교길10-34, A동 301호(삼환빌라)",88.0,"22,390,480"
71825,21,LQH0026,1,21579,***,(육성)지역예비군 전투조끼 구매,물품,LQH,제3697부대,2024-05-27 10:30,K9A32,주식회사 순수팩토리,,신지원,23712101,02-371-2101,경기도 고양시 덕양구 삼원로40-1 (삼송동),88.295,"33,230,000"
71826,60,LQH0025,1,21494,***,(육성)지역예비군 총기보관함 제조 납품,물품,LQH,제3697부대,2024-05-27 10:30,G12A5,준디자인주식회사,"jun design co.,ltd",박형호,319412203,031-941-2203,"경기도 파주시 조리읍 명봉산로79번길44-130, 1동",88.204,"32,559,380"
71828,102,LBB0014,1,21818,***,'24년 산불진화 개인보호구 구매,물품,LBB,육군제7789부대,2024-05-27 10:30,LC3BD,에스클래스주식회사,,서정미,7088484021,070-8848-4021,"경기도 고양시 일산동구 무궁화로20-18, 5층 47 (장항동, 하임빌로데오빌딩)",88.015,"51,551,340"
71829,31,SCI0053,1,21803,***,Tube Cap 등 5종 구매,물품,SCI,제9121부대,2024-05-27 10:30,M4F7C,뉴텍（NEW TACK）,,강상훈,1081813657,010-8181-3657,경상남도 창원시 의창구 사화로210-0 (팔용동)304호,88.102,"9,095,300"
71830,41,SCK0063,1,21700,***,예초기 날 등 5종 구매,물품,SCK,해군교육사령부,2024-05-27 10:30,JCFB8,이트렌드,,이정배,7047890055,070-4789-0055,"경상남도 창원시 성산구 원이대로580번길3, 3층 346호(중앙동, GS25 용지점)",88.007,"4,104,084"
71846,20,LHK0037,1,20472,***,24년 석면 보호구 구매,물품,LHK,제2군단,2024-05-24 11:00,IE541,더블유에프(WF)시스템,,김규례,1033722207,010-3372-2207,"강원특별자치도 춘천시 우석로79번길25-0 (석사동), 301호",88.013,"6,162,770"
71847,892,MDR0025,1,21556,***,두건 등 4종(잠수물자) 구매,물품,MDR,제9965부대,2024-05-24 11:00,KE73E,에스제이유통,,전화자,1051105586,010-5110-5586,"경기도 평택시 지제동삭1로163, 125동 14층 1호(동삭동, The Sharp 지제역 센트럴파크 1BL)",88.001,"22,848,380"
71848,174,LGP0096,1,21477,***,24년 1급 방진마스크 구매,물품,LGP,제1군수지원사령부,2024-05-24 11:00,F2641,(주)제이앤비이노베이션,"J&BINNOVASION CO. LTD,.",오명숙,7070107767,070-7010-7767,서울특별시 구로구 디지털로33길28 (구로동) 601-2호,88.0,"6,352,620"
71852,211,UMM0619,1,16526,***,(247021-H)내부망웹메일메신저노후교체(리스자산),물품,UMM,국군재정관리단,2024-05-24 11:00,J12FA,지후,,하창헌,1053928684,010-5392-8684,"경기도 고양시 덕양구 청초로65 (덕은동, DMC 한강 에일린의뜰) 210호",87.997,"205,073,000"
71854,9,UMM0622,1,10649,***,(246140-B) 4방향 차입식 팔레트 2종 제조,물품,UMM,국군재정관리단,2024-05-24 11:00,2839F,금성목재,,유재득,512011011,051-201-1011,부산광역시 사하구 하신중앙로84-0 (신평동),83.775,"402,161,000"
71855,1069,UMM0604,1,8631,***,24-F-공기호흡기 등 2종 구매,물품,UMM,국군재정관리단,2024-05-24 11:00,J97FA,휴앤케어,,박진형,533272208,053-327-2208,대구광역시 북구 학남로60 (학정동),88.005,"160,037,250"
71856,3,EBB0200,1,6620,***,하우징류,물품,EBB,지상공통전력운영계약팀,2024-05-24 11:00,MAAA6,주식회사덕인,,장남인,553851151,055-385-1151,경상남도 양산시 유산공단3길33-0 (교동),83.842,"161,100,000"
71867,262,SFN0045,1,21606,***,예초기 조속레버 등 10종 구매 납품,물품,SFN,연평부대,2024-05-24 10:30,M5EC4,뉴제이커넥션,,정현정,1082924545,010-8292-4545,인천광역시 연수구 랜드마크로20-0 (송도동) 110동 602호,88.0,"15,853,961"
71868,30,SCH0081,1,21279,***,24-30호 아쿠아텍 스쿠버얼럿 등 15종 구매,물품,SCH,해군작전사령부,2024-05-24 10:30,I3CBC,만능유한회사,csm,정양수,1036902326,010-3690-2326,"전라남도 무안군 삼향읍 남악3로80,204호(제일프라자)",92.999,"9,969,180"
71872,624,SFC0065,1,20577,***,행잉화일 등 70품목 구매,물품,SFC,제9691부대,2024-05-24 10:30,B8A9E,협성산업사,hyup sung ind,임종금,226848888,02-2684-8888,서울특별시 구로구 고척동103-4 고척상가 나동 사-178,88.249,"8,542,160"
71873,2,LIK0023,1,18588,***,'24년 정비피복 제조계약,물품,LIK,제2군수지원여단,2024-05-24 10:30,GD9B9,주식회사 하이디,"HEIDI Co.,Ltd",김건수,216449624,02-1644-9624,경기도 파주시 법원읍 파주로2550-0,95.209,"138,389,350"
71875,10,LCG0040,1,18009,***,[24-육-90] 전반기 예비군지휘관 근무복류 제조 구매,물품,LCG,육군본부,2024-05-23 12:00,ICB3C,성진에스앤에프 주식회사,,이성훈,7049424556,070-4942-4556,경기도 용인시 처인구 모현읍 백옥대로2101번길63-48,88.185,"11,836,202"
71878,20,EBBE027,1,9039,***,"'24년 방현재, 선박용",물품,EBB,지상공통전력운영계약팀,2024-05-23 11:00,J72A6,오승산업,,오세화,513114051,051-311-4051,부산광역시 사상구 학감대로252번길83 (주례동),88.029,"77,872,770"
71884,35,EBBE024,2,8994,***,"'24년 스프링, 지지용",물품,EBB,지상공통전력운영계약팀,2024-05-23 11:00,H3B13,동광정밀,DONGKWANG PRECISION,이규로,513010812,051-301-0812,부산광역시 강서구 체육공원로52번길94  (대저1동),88.093,"22,803,233"
71885,78,LIK0035,1,21015,***,24년 안전물자세트 구매(재료비),물품,LIK,제2군수지원여단,2024-05-23 11:00,KD211,주식회사 구곡건설,,김상겸,334419878,033-441-9878,강원특별자치도 화천군 사내면 사내로10-7,88.01,"2,104,217"
71899,1213,HCF0130,1,16299,***,"24-H-46 합성기,전기 주파수용",물품,HCF,공군군수사령부,2024-05-23 10:30,K548A,반석유통,,편미영,1068996727,010-6899-6727,"대전광역시 유성구 지족로362 (지족동, 반석마을아파트3단지) 302-1404",88.001,"38,842,770"
71905,215,HCM0049,1,21176,***,24-05-167 ABC 소화기 등 3품목 구매,물품,HCM,공군교육사령부,2024-05-23 10:30,LBBD4,삼자,,이규열,7047112466,070-4711-2466,"경상남도 김해시 대청로237, 104동 1403호(삼문동, 장유 덕산아내 에코캐슬)",88.011,"17,371,495"
71906,44,LDC0012,1,21171,***,KCTC체계 운영유지용품 구매(2분기),물품,LDC,육군과학화전투훈련단,2024-05-23 10:30,MA333,티에프,,신태식,332416697,033-241-6697,강원특별자치도 춘천시 동내면 너부래길19-34,88.077,"26,046,360"
