Unnamed: 0,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,카테고리
58049,5,SFM0039,1,9412,***,상륙화 등 6품목 제조,물품,SFM,제3170부대,2022-03-29 10:30,G3FB3,주식회사 이안제화,"ianco.,ltd",장혜순,1062983838,1062983838,010-6298-3838,경기도 광주시 도척면 다람로57번길135-0,88.217,46572000 ,4종
58050,18,SCN0033,1,9094,***,공기청정기 필터 등 4종,물품,SCN,제7001부대,2022-03-29 10:30,BAE03,동주산업,DONG JU INDUSTRIES,전구근,031-976-5832,031-976-5832,031-976-5832,경기도 고양시 일산동구 문봉길62번길10-27 (문봉동),88.005,29762670 ,9종
58051,104,SCF0152,1,9402,***,(긴급) 실린더 라이너 등 65종 구매,물품,SCF,해군군수사령부,2022-03-29 10:30,L01C9,케이테크,,김현숙,519888795,519888795,051-988-8795,부산광역시 사하구 다대로613 (다대동) 자유마트222호,89.771,13323189 ,2종
58052,2090,SCF0111,1,8611,***,친환경 금속 녹 세정제 등 3종 구매,물품,SCF,해군군수사령부,2022-03-29 10:30,J1CDC,백제기업,,백진영,1074493999,1074493999,010-7449-3999,"충청남도 천안시 동남구 청수로99-0 102동 1203호 (청수동,극동아파트)",88.019,22842600 ,9종
58053,81,SCF0143,1,8555,***,"(긴급) 감압변, 50A 등 8종 구매",물품,SCF,해군군수사령부,2022-03-29 10:30,K6281,엠에이치유통,,성명화,552551033,552551033,055-255-1033,"경상남도 창원시 성산구 대정로73, 102동1305호 (남양동, 성원1차아파트)",98.601,13950000 ,미분류
58054,201,SCF0141,1,8050,***,(긴급) 회로차단기 등 4종,물품,SCF,해군군수사령부,2022-03-29 10:30,B6383,국제전기,kook je electrical industry,김승민,518184449,518184449,051-818-4449,부산광역시 강서구 유통단지1로41-0 (대저2동)126동120호,91.225,29170000 ,4종
58055,82,SCF0144,1,8011,***,"(긴급) 밸브,버섯형,엔진용 등 13종 구매",물품,SCF,해군군수사령부,2022-03-29 10:30,K82D3,드림플랜트 주식회사,,김치훈,010-5730-2269,010-5730-2269,010-5730-2269,"강원특별자치도 강릉시 임영로155번길6 (용강동,서부시장) 2층 207호",88.052,24289191 ,1종
58056,3,SCF0105,1,7683,***,가스총 1종 구매,물품,SCF,해군군수사령부,2022-03-29 10:30,BE2E3,금융안전관리공사,fcsecurity,홍명기,02-3666-3690,02-3666-3690,02-3666-3690,"서울특별시 구로구 경인로164, 606호(오류동)",88.153,20702710 ,3종
58057,149,SCF0109,1,7334,***,브레이크오일교환기 등 3종 구매,물품,SCF,해군군수사령부,2022-03-29 10:30,KB552,스타커넥트,,조금별,010-4570-2079,010-4570-2079,010-4570-2079,"인천광역시 남동구 예술로258번길6-0 (간석동, 금성 훼미리타운),302호",88.049,15022700 ,3종
58058,145,SCF0108,1,7130,***,"양극, 부식방지용 등 9종 구매",물품,SCF,해군군수사령부,2022-03-29 10:30,IA1EE,한성유통,hansung,이욱한,262859808,262859808,02-6285-9808,"서울특별시 송파구 송파대로345, 207동 2503호(가락동, 헬리오시티)",87.997,57262576 ,1종
58059,4,SCF0102,1,6671,2,여군 흑단화 등 2종 구매,물품,SCF,해군군수사령부,2022-03-29 10:30,B12FD,주식회사 한신제화,"HANSHIN SHOES CO., LTD",이동옥,314720482,314720482,031-472-0482,"경기도 안양시 만안구 덕천로152번길25-0 (안양동), B동 621~624호",94.538,30400 ,미분류
58060,11,SCF0102,1,6671,1,여군 흑단화 등 2종 구매,물품,SCF,해군군수사령부,2022-03-29 10:30,G5A29,영광제화,YoungGwang shoemaking,김은광,325487339,325487339,032-548-7339,인천광역시 부평구 세월천로221(청천동) 영광빌딩 3층,95.282,34120 ,미분류
58061,119,SCF0115,1,6436,***,전기 히터 등 6종 구매,물품,SCF,해군군수사령부,2022-03-29 10:30,KB1AB,위히터,,박영전,519779730,519779730,051-977-9730,부산광역시 강서구 유통단지1로50 (대저2동)213동 108호,89.037,15284209 ,2종
58062,78,SCF0104,1,6359,***,"펌프조립체,기어식 등 14종 구매",물품,SCF,해군군수사령부,2022-03-29 10:30,GD71D,주식회사 제이씨이앤엠,JCENM,박찬우,1062388965,1062388965,010-6238-8965,경기도 고양시 일산서구 덕이로281-18 (덕이동),88.232,30808500 ,4종
58063,5,SCF0015,1,5552,***,함정 격실 개조 외주정비,물품,SCF,해군군수사령부,2022-03-29 10:30,A1200,동일조선주식회사,"dongil shipyard co.,ltd",고성준,512001211,512001211,051-200-1211,부산광역시 사하구 원양로391(감천동),83.706,430643000 ,9종
58064,77,SCF0102,2,5127,***,"(긴급) 압축기, 인젝터 스피링용 등 15종 구매",물품,SCF,해군군수사령부,2022-03-29 10:30,L01C9,케이테크,,김현숙,519888795,519888795,051-988-8795,부산광역시 사하구 다대로613 (다대동) 자유마트222호,99.347,12650000 ,7종
58065,27,SCF0113,1,3951,***,"간격유지기, 봉합식 1종 구매",물품,SCF,해군군수사령부,2022-03-29 10:30,BCAAC,신영에이텍,SHIN YOUNG A-TECH,이상기,552510253,552510253,055-251-0253,경상남도 창원시 마산회원구 봉암공단2길22-5 (봉암동),88.821,4147250 ,미분류
58066,4,SCF0016,1,3674,***,"'22년 잠수함(SS-I,II) 직류 전동기 정비",물품,SCF,해군군수사령부,2022-03-29 10:30,D7B1E,풍양중전기산업,"POONG YANG HEAVY ELECTRIC CO,.",조용운,317657001,317657001,031-765-7001,"경기도 성남시 중원구 광명로89, 에이557호(성남동, 성남 센트럴 푸르지오 시티)",83.183,28992792 ,9종
58067,13,SCF0107,1,2683,***,00함 엔진 윤활유 구매,물품,SCF,해군군수사령부,2022-03-29 10:30,J98B0,센텀루브 주식회사,,오기상,517465188,517465188,051-746-5188,"부산광역시 해운대구 센텀동로9(우동, 트럼프월드센텀) 씨동, 1402호",88.246,168574660 ,3종
58068,590,LNF0006,1,8589,***,'22년 화재진압장비 구매,물품,LNF,제1보병사단,2022-03-29 10:30,H8094,하이드림,HIDREAM,심응민,1038795310,1038795310,010-3879-5310,경기도 남양주시 별내면 청학로68-23  309동1302호,88.002,100445920 ,7종
58069,42,LKT0009,1,9419,***,'22년 병영시설 에어컨 설치납품,물품,LKT,제1989부대,2022-03-29 10:30,BACAD,(주)신우이엔지,shinwooeng,하민호,613801500,613801500,061-380-1500,전라남도 담양군 대전면 갈전길22,87.999,34582630 ,2종
58070,9,LGP0109,1,9073,***,22년 화공가스(충전 및 용기검사/밸브교체)구매,물품,LGP,제1군수지원사령부,2022-03-29 10:30,DB407,한국탄산화학 주식회사,"KOREA LIQUID CARBONIC CHEMICAL CO., LTD.",유연채,313142496,313142496,031-314-2496,경기도 시흥시 서해안로140-0 (정왕동),88.433,33750200 ,3종
58071,4,LGP0108,1,9044,***,22년 고압가스(아세틸렌 가스충전 및 용기검사),물품,LGP,제1군수지원사령부,2022-03-29 10:30,BAA55,경원산소(주),kyeong won oxygen co,임정규,337485586,337485586,033-748-5586,강원특별자치도 원주시 우산공단길149-0 (우산동),88.204,18523670 ,3종
58072,8,LCF0118,2,7364,***,시일(VARI)등 11항목 제조(궤도),물품,LCF,육군군수사령부,2022-03-29 10:30,L0FB5,에스엔더블유테크,,명노헌,517141295,517141295,051-714-1295,부산광역시 강서구 가리새2로13번길14-0 (생곡동),88.552,22365660 ,4종
58073,6,LCF0120,2,7362,***,"분리기,물분리용,액체연료식 등 5항목 제조(궤도)",물품,LCF,육군군수사령부,2022-03-29 10:30,L0FB5,에스엔더블유테크,,명노헌,517141295,517141295,051-714-1295,부산광역시 강서구 가리새2로13번길14-0 (생곡동),88.24,30685620 ,3종
58074,15,LCF0122,2,7360,***,"호스 조립체,비금속제 등 36항목 제조(궤도)",물품,LCF,육군군수사령부,2022-03-29 10:30,L182F,우진테크,,김우진,553392541,553392541,055-339-2541,경상남도 김해시 분성로557번길60-7 (어방동),88.838,56814730 ,4종
58075,15,LCF0123,2,7359,***,"축,구동용,가용성 등 21항목 제조(궤도)",물품,LCF,육군군수사령부,2022-03-29 10:30,L182F,우진테크,,김우진,553392541,553392541,055-339-2541,경상남도 김해시 분성로557번길60-7 (어방동),88.017,67535000 ,4종
58076,5,LCF0130,2,7352,***,연마지 등 3항목 제조(궤도),물품,LCF,육군군수사령부,2022-03-29 10:30,I509A,가온테크,GAON TECH,황진순,519955737,519955737,051-995-5737,부산광역시 사상구 낙동대로1390번길89-0 (삼락동),99.681,19525109 ,4종
58077,2824,HCF0041,1,8902,***,이동용 체인톱 등 2종 구매,물품,HCF,공군군수사령부,2022-03-29 10:30,EB717,한국해양수조공사,KoreaAQ,진태수,517553224,517553224,051-755-3224,부산광역시 동래구 화현길19-0 (안락동),87.995,33444695 ,9종
58078,115,HCF0044,1,8433,***,경피신경자극치료기 등 4종,물품,HCF,공군군수사령부,2022-03-29 10:30,I77E8,엘케이에스(LKS),LKS,이경수,319089603,319089603,031-908-9603,"경기도 고양시 일산동구 호수로646-24,  209-4호(장항동, 위너스21-II)",88.001,33269290 ,8종
58079,551,HCF0046,1,8431,***,청력검사실 등 3종,물품,HCF,공군군수사령부,2022-03-29 10:30,JCA83,비티컴주식회사,,김형준,7080643173,7080643173,070-8064-3173,"서울특별시 마포구 독막로6길9, 2층 2639호(합정동, 화인빌딩)",87.998,90418390 ,미분류
58080,522,HCF0045,1,8424,***,현미경 등 2종,물품,HCF,공군군수사령부,2022-03-29 10:30,GBA15,행복메디칼,Happymedical,이희자,536260072,536260072,053-626-0072,대구광역시 달서구 두류길12-3 (두류동),87.997,45674240 ,1종
58081,3,EUA0001,2,8282B,***,TOD AI 객체인식 경고시스템,물품,EUA,첨단기술총괄계약팀,2022-03-29 10:00,E6F2D,(주)지디엘시스템,GDL system,권준홍,423367880,423367880,042-336-7880,대전광역시 유성구 테크노2로271-0 (탑립동),42.605,580000000 ,7종
58082,498,LCN0012,1,9174,***,'22년 모집홍보 기념품 구매 계약,물품,LCN,육군사관학교,2022-03-28 14:00,K813F,세종상사,,김진현,010-5117-4611,010-5117-4611,010-5117-4611,서울특별시 동대문구 겸재로24  서울가든 712호,88.001,36595910 ,10종
58083,126,HDK0013,1,9230,***,RGB TO DVI 케이블 등 전산운영용품 구매,물품,HDK,공군제11전투비행단,2022-03-28 13:30,G185B,아주통상,AJU T.C,진상봉,1022798735,1022798735,010-2279-8735,"대구광역시 서구 통학로39-0 (내당동, 보성2차홍실타운) 6-401",88.039,47668700 ,2종
58084,9,LGP0110,1,9212,1,'22년 부대조달 후식(가공품) 조각케익 구매,물품,LGP,제1군수지원사령부,2022-03-28 11:00,FB947,동광푸드,DONG KWANG FOOD,이민숙,334589972,334589972,033-458-9972,강원특별자치도 철원군 김화읍 외골길33-41(가동),83.469,1262 ,1종
58085,3,SFL0036,1,9310,***,교육용 리커버리 사다리 구매 납품,물품,SFL,제3283부대,2022-03-28 11:00,E5B60,기원상사,,강기용,542727007,542727007,054-272-7007,경상북도 포항시 남구 동해면 호미로3065,88.378,4748170 ,2종
58086,8,LCF0052,1,9285,***,위임-3) 목욕탕 보일러 연도보수 설치납품,물품,LCF,육군군수사령부,2022-03-28 11:00,C4FA2,주식회사 태정방재,taejungjbanggai,김정문,428253027,428253027,042-825-3027,대전광역시 유성구 유성대로736번길 58 지하102호(장대동),88.151,8584254 ,4종
58087,666,UMM0171,1,8709,***,22-공-공기호흡기 구매,물품,UMM,국군재정관리단,2022-03-28 11:00,L0F82,제이알코퍼레이션,,김정석,1037611455,1037611455,010-3761-1455,"경기도 용인시 수지구 성복2로158, 602동 1703호(성복동, 성동마을엘지빌리지6차)",87.999,122127100 ,미분류
58088,58,UMM0102,1,8677,***,(226093-D) 육군 수첩표지 제조,물품,UMM,국군재정관리단,2022-03-28 11:00,G0DF8,주식회사 한일기획,HanilAD Corporation Limited.,황명순,438442005,438442005,043-844-2005,충청북도 충주시 목행초길7-0 (목행동)  2층,88.626,262592680 ,2종
58089,451,UMM0104,1,6594,***,(227101-C) 안테나 제작용 자재(재료) 구매,물품,UMM,국군재정관리단,2022-03-28 11:00,L1D1F,누리코리아,,정선,010-6224-9457,010-6224-9457,010-6224-9457,"경기도 파주시 와석순환로61 (야당동, 한빛마을7단지)703-1604",87.999,113840900 ,미분류
58090,41,UMM0105,1,6556,***,(227095-C) 특수수술재료 구매,물품,UMM,국군재정관리단,2022-03-28 11:00,J6D2A,주식회사 제이엘메디,,이상우,02-354-8351,02-354-8351,02-354-8351,"서울특별시 은평구 연서로54, 5층 501호 (역촌동, 현성빌딩)",84.757,265760010 ,8종
58091,315,UMM0164,2,5222,***,22-해-건식청락기 구매,물품,UMM,국군재정관리단,2022-03-28 11:00,K8877,주식회사 금경,,김초롱,070-8623-9993,070-8623-9993,070-8623-9993,경상남도 창원시 성산구 마디미서로34 (상남동) 4층 401호,87.999,64224700 ,미분류
58092,2298,UMM0101,1,4132,***,(226055-F)군사경찰피복(반조봉 등 9종) 구매,물품,UMM,국군재정관리단,2022-03-28 11:00,HC681,주식회사 애사랑,aesarang,조태봉,319053798,319053798,031-905-3798,경기도 고양시 일산동구 장백로194-0 (장항동) 805.806,87.996,129922140 ,2종
58093,74,UMM0099,1,3322,***,(227046-B) 병리장비운영소모품 36품목 구매,물품,UMM,국군재정관리단,2022-03-28 11:00,HF433,주식회사 에스에스피앤디,sspnd,김성수,1051071856,1051071856,010-5107-1856,"서울특별시 강북구 도봉로77길6, 403-2호(수유동)",82.996,418024000 ,2종
58094,168,UMM0165,2,1351,***,"22-공-이동형, 공기조절기 구매",물품,UMM,국군재정관리단,2022-03-28 11:00,BDFCE,티에이치이주식회사,"the co., Ltd",제갈옥,518311807,518311807,051-831-1807,부산광역시 강서구 녹산산단289로32-0 (송정동),83.509,229980000 ,7종
58095,44,SCR0014,1,9666,***,"밸브,나비형 등 9종",물품,SCR,해군제3함대사령부,2022-03-28 10:30,I4F5C,미래종합상사,mire-G.T.C,김기현,061-282-4941,061-282-4941,061-282-4941,"전라남도 목포시 당가두로14번길50, 101호 (옥암동)",88.027,18608500 ,4종
58096,39,SDF0028,1,9218,***,컷터날 등 91종 구매,물품,SDF,제5738부대,2022-03-28 10:30,J2AE9,상생상사,,진영순,010-4448-9810,010-4448-9810,010-4448-9810,"경상북도 포항시 북구 새천년대로1235-0 (장성동, 두산 위브 더 제니스)108동3103호",88.036,2522780 ,미분류
58097,12,SCF0140,1,9234,***,(긴급)함장실 쇼파 등 3종,물품,SCF,해군군수사령부,2022-03-28 10:30,H45D8,지앤제이(G&J)커리어,G&J,손민숙,070-8196-6116,070-8196-6116,070-8196-6116,경상남도 창원시 마산합포구 산호북6길24-0 (산호동),88.141,1773640 ,미분류
58098,1132,SCQ0050,1,9205,***,제설제 살포기 구매,물품,SCQ,제9911부대,2022-03-28 10:30,KD789,서현기획,,우순실,010-2017-0238,010-2017-0238,010-2017-0238,"경기도 김포시 김포한강11로227, 508-301 (운양동, 풍경마을 래미안 한강2차)",88.001,30555205 ,미분류
58099,50,SCN0038,1,9182,***,체인 등 2종,물품,SCN,제7001부대,2022-03-28 10:30,KF6E2,아덴,,손은영,010-3174-6990,010-3174-6990,010-3174-6990,"경상남도 창원시 마산합포구 월영동16길17, 1동 506호(해운동, 동성아파트)",88.004,42764640 ,미분류
58100,4,DSS0016,1,8139,***,00부대 기록물 보존 시스템 제조설치,물품,DSS,국군제1068부대,2022-03-28 10:30,ACFAF,피아산업(주),"PIA INDUSTRY CO.,LTD",김홍근,438818381,438818381,043-881-8381,충청북도 음성군 대소면 한삼로107-16,88.236,60073320 ,4종
58101,16,LFD0002,1,9365,***,실습재료비/교육재료비 (복사지 등 13종)구매,물품,LFD,육군대학,2022-03-28 10:30,I7540,주식회사 황산,hwang san,장영희,422822957,422822957,042-282-2957,"대전광역시 동구 대전천동로618-0 (삼성동, 빌라맨션)비동603호",88.003,10599460 ,2종
58102,2,SCF0146,1,9325,***,"(긴급) 커플링,축용,고정식 등 2종 구매",물품,SCF,해군군수사령부,2022-03-28 10:30,EDE40,주식회사 태양테크,"TAE YANG TECH. CO.,LTD",최형규,552518123,552518123,055-251-8123,경상남도 창원시 마산회원구 봉암공단11길 51(),88.22,1740840 ,미분류
58103,3,LHM0010,1,9322,***,22년 프린터 임차용역,물품,LHM,제15보병사단,2022-03-28 10:30,KF8B8,굿모닝테크,,최정은,7044549333,7044549333,070-4454-9333,충청남도 논산시 부적면 부인길160-0,88.031,57329190 ,10종
58104,20,MFK0005,1,9166,***,2022년 병영도서관 도서 구매,물품,MFK,제9912부대,2022-03-28 10:00,F7B26,클린톤전자,clean-tone electronics,김미화,27196779,27196779,02-719-6779,서울특별시 용산구 원효로41가길17-0 (원효로3가),90.018,1012200 ,10종
58105,14,LCF0170,1,7642,***,"건조용기,제습기용 등 1항목 구매(기장)",물품,LCF,육군군수사령부,2022-03-25 14:30,KA37A,우복테크,,최윤영,010-4334-0919,010-4334-0919,010-4334-0919,대구광역시 달서구 진천로18길60 (진천동) 103동 1101호,88.615,7574000 ,2종
58106,6,LCF0157,1,7656,***,체인 핀 등 3항목 구매(기장),물품,LCF,육군군수사령부,2022-03-25 14:30,K50BB,주식회사 칼라투,,김동국,7070792933,7070792933,070-7079-2933,"경기도 고양시 덕양구 중앙로558번길16-16, 308-A호(행신동, 능곡종합프라자)",99.375,2517547 ,미분류
58107,55,LCF0162,1,7651,***,"벨트,브이(V)형 등 7항목 구매(기장)",물품,LCF,육군군수사령부,2022-03-25 14:30,L0FB5,에스엔더블유테크,,명노헌,517141295,517141295,051-714-1295,부산광역시 강서구 가리새2로13번길14-0 (생곡동),88.188,21450200 ,미분류
58108,2483,LCF0164,1,7649,***,차량 고임목(중형) 등 6항목 구매(기장),물품,LCF,육군군수사령부,2022-03-25 14:30,H5715,BY그린텍,bygreentech,김건형,1033798871,1033798871,010-3379-8871,"전라남도 나주시 나주로200, 5층 501호(중앙동)",87.996,58699929 ,7종
58109,4,LCF0169,1,7643,***,"손잡이,스위치용 등 2항목 구매(기장)",물품,LCF,육군군수사령부,2022-03-25 14:30,3316F,동남기업,DONGNAMCO,하옥수,051-315-8400,051-315-8400,051-315-8400,부산광역시 사상구 장인로37번길 47-14(),88.534,2000000 ,4종
