입찰명,카테고리
무정전전원장치 등 84품목 구매,미분류
세수비누 등 19품목 구매,미분류
약기 등 5종,미분류
국수(소면) 등 13종 구매,1종
화강석(황등석) 8종 제조,미분류
해류유속계 등 8종,미분류
풀페이스 마스크 등 8종,미분류
행정소모품(복사용지) 구매,미분류
16년 식기 세척기 임차 용역,미분류
00부대 간부식당 식자재 구매(육류),미분류
"00부대 간부식당 식자재 계약(농수산,가공품 등)",미분류
예비군부대 일반물자 구매,미분류
플러스펜 등 14종 구매,미분류
시추공 매몰방지용 자재(PVC) 제조구매,미분류
인쇄용 고무롤러 피복 및 베어링 교체 용역,미분류
잉크 2종 구매,2종
스위치 등 71종,미분류
체력단련장 골프용품(티꽂이등 23품목),미분류
체력단련장 줄자등 51품목,미분류
의약품(마데카솔등 103종),8종
군 숙소 청소 용역,미분류
복사지 등 210종 구매,미분류
관사 리모델링 창호 구매 및 설치,4종
의무장비(전기수술기내시경용) 구매 계약,8종
병리장비 운영소모품 37종 구매,미분류
병리장비 운영소모품 39종 구매,미분류
병리장비 운영소모품 20종 구매,미분류
병리장비 운영소모품 63종 구매,미분류
병리장비 운영소모품 23종 구매,미분류
병리장비 운영소모품 89종 구매,미분류
육군 부대기(11종) 제조,미분류
군화물 육로 수송 용역,미분류
관사 리모델링 창호 구매 및 설치,4종
의무장비(폐기능측정기) 구매 계약,7종
의무장비(전기수술기병원용) 구매 계약,8종
의무장비(전기수술기내시경용) 구매 계약,8종
의무장비(소생기야전용 등 4건) 구매 계약,8종
군 숙소 보일러 설치납품(단가),미분류
예비군중대 PC 및 프린터 정비용역(C연대),미분류
예비군 프린터 유지 및 PC정비 용역(B연대),미분류
"표시기,산소유출용 1종",3종
1/4분기 안테나 제작 소요자재 제조 구매,미분류
스터비 라쳇핸들 등 469종,미분류
모집홍보용 책자 및 포스터 인쇄 용역,미분류
"봉합재, 전구용 등 3종",미분류
"엔진 블록, 디젤식 1종",4종
수전용 리셉터클 등 12종,미분류
램프 등 7종,미분류
충전기 모듈 등 9종,미분류
보상기 등 2종,미분류
유압펌프 1종,미분류
00지역 예비군 운송(남양주시),미분류
00지역 예비군 운송(구리시),미분류
예비군 프린터 유지 및 PC정비 용역(A연대),미분류
1/4분기 정보체계용품 구매,미분류
축구부운동용품(트레이닝화등 2품목),미분류
00부대 식기세척기 임차용역(16-군수-03),미분류
16년 교전모의기(시뮬레이터) 운영유지 용역계약,미분류
정수약품 구매,3종
스톰밸브 1종 구매,4종
"전지, 축전지 등 16종 구매",2종
대붙이목돌림 온냉수 혼합꼭지외 2종 구매,미분류
결재판 등 157종,미분류
"게이지, 전해질, 수위용 1종",미분류
회로카드 조립체 등 2종,미분류
가스켓 링 등 16종,3종
냉.온 정수기(4대) 임차 용역,미분류
"'16년 해본지구 냉,온수기 살균소독 용역",미분류
"개스킷,실린더 헤드용 등 13종",미분류
함정용 위성방송수신안테나 유지보수 정비,4종
점화플러그 등 22종,미분류
"플렌지 너트 1,000EA",9종
16-해군 장병 정신교육용 영상교재 제작 용역,미분류
액화석유가스(LPG) 구매 계약,3종
"세제,세탁용 등 2항목 구매(물자)",2종
예비군부대 사무집기 구매,미분류
예비군부대 향방물자 구매,미분류
예비군부대 의무물자 구매,8종
특수강등3종구매,미분류
00학교 종합정보체계 유지보수 용역,미분류
폴리우레탄신나구매,미분류
스프링등6종구매,미분류
인청동판등3종구매,미분류
"00부대 물절약 투자대행사업(WASCO, 15-B107)",미분류
취사 및 장비용 연료(LPG) 납품,미분류
2016년 승강기 관리 용역,미분류
2016년 전기안전관리자 대행 용역,미분류
2016년 오폐수시설 관리 용역,미분류
고정형 전술항법장비(FAL-2010) 유지보수 용역,미분류
종합정보전시체계 유지보수 용역,미분류
16년 의무장비(혈액응고측정기) 구매,7종
16년 의무장비(심장세동제거기) 구매,8종
16년 의무장비(고주파수술기) 구매,8종
16년 의무장비(비인후경) 구매,8종
전기이발기 등 2종 구매,미분류
의약품(알레그라디정) 등 123종,8종
파이프 커플링 등 336종,4종
16년 어학강좌 운영 용역,미분류
국방 암호정책 및 암호장비 개발 발전방안,7종
'16년 대전병원 핵의학품(체외검사용) 구매,미분류
테너트럼본 등 7종,9종
밸브 조립체 등 6종,4종
1분기 정보체계물품 구매,미분류
"밸브, 솔레노이드용 등 2종",4종
배기관 자바라 등 8종,미분류
밸브 포핏 조립체 등 19종,4종
스탑 밸브 1종,4종
00장치 체계적용 비행실험 사후원가검증 용역,미분류
16-S-01 전세버스 임차 용역,미분류
16-임대 프린터 임차 계약,2종
'16-00부대시뮬레이션 Simman 3G 등3종유지보수용역,미분류
16년 소방종합 정밀점검 용역,미분류
빔프로젝터 등 12종 구매,미분류
제본표지 등 15종,미분류
'16-00부대 영상장비 및 기타장비 유지보수 용역,미분류
'16-00부대 원격교육 스튜디오 장비유지보수 용역,미분류
통해관 및 손원일관 등 방역 용역,미분류
"16-목-지정폐기물(폐유고상, 폐페인트) 처리용역",미분류
16-평-식기척기 임차 용역(5대),미분류
폐주물사 30톤 재활용 처리용역,미분류
'16-00부대 응급구조와응급처치도서등4종구매,10종
영상편집시스템(REDSUN HD-C40) 등 3종,미분류
계룡대 해미르 어린이집 교구교재 구매,미분류
16-해군 문화공연행사 대행 용역,미분류
군사시설 건축공법(경량화) 개선 연구,4종
군사시설 건축공법(경량화) 개선 연구,4종
"센서, 촉각반응용 등 4품목",미분류
16년 민간위탁 배송용역,미분류
자동차 동력 전달 제어 장치,미분류
나이프 스위치 10EA,미분류
전산장비 유지보수 용역,미분류
2016년 응용관리체계 고도화 유지보수 용역,미분류
배추김치(포기) 등 10종 제조,1종
배추김치(포기) 등 10종 제조,1종
배추김치(포기) 등 10종 제조,1종
배추김치(포기) 등 10종 제조,1종
배추김치(포기) 등 10종 제조,1종
배추김치(포기) 등 10종 제조,1종
배추김치(포기) 등 10종 제조,1종
배추김치(포기) 등 10종 제조,1종
배추김치(포기) 등 10종 제조,1종
배추김치(포기) 등 10종 제조,1종
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
모듬콩조림 등 14종 구매,미분류
증·후식류 생수 구매,미분류
군장품(포제약장 등 7종) 제조,미분류
아세톤 등 3종,미분류
"16년 대공표적기지원용역(오리콘, 비호용)",미분류
건의함 등 354종,미분류
메모리폼 마우스 패드 등 297종,미분류
글루코바이 정 등 37종(의약품),8종
16-평-일반폐기물(폐목재) 처리용역,미분류
오일유니트(대) 등 11품목,미분류
LED 채널 간판 구매,4종
에어파스 등 64품목 구매,미분류
입시홍보물품(포스트잇 등 2종) 구매,10종
삼상유도전동기 등 113종,미분류
레스큐 스트롭 등 9종,미분류
16-ㅇㅇ창 폐사(P/S BALL)재활용 처리용역,미분류
'16년 부식 민간위탁배송 용역,미분류
계산기셋트(KM28) 등 4항목 구매(물자),미분류
액체알곤 등 5종 구매,미분류
프린터 임대 용역,미분류
음식물류 폐기물 처리용역,미분류
북한 및 해외 간행물 구매,미분류
지퍼백등18종구매,미분류
16-1차 시추공 매몰방지용 자재(흑관 등 9종) 구매,미분류
16년 1/4분기 전산운영용품 구매,2종
생도 태블릿 PC 구매,2종
특수수술재료(금속성ANCHOR 등 2종) 구매,미분류
특수수술재료(인대고정용 등 7종) 구매,미분류
진동분석장비 구매,미분류
16-18년 컴퓨터체계 통합유지보수 용역,미분류
병원장비 소모품 109종 구매,미분류
의약품 293종 구매,8종
의료재료 268종 구매,미분류
16-1차 기술교범 외주번역 용역,미분류
00부대 F-15K 저장고 신축공사 수배전반 제조 설치,미분류
복사용지 등 207종,미분류
군사자료 DB 구축 용역,미분류
2016년 국방부 외국어교실,미분류
해안경계 임무전환 관련 안보상황 평가체계 연구,10종
'16년 폐기물 위탁처리 용역,미분류
예비군 도시락 제조납품(1권역),1종
정수기 임차용역(171대),미분류
포스트카본 필터 등 2종,9종
"등,연장형 등 3종",미분류
제트스트림볼펜 등 535종,미분류
라우터 등 36품목 구매,미분류
16-동 일반폐기물 처리용역,미분류
복사용지 등 95종 구매,미분류
'16-00회관 별관 전기안전 관리용역,미분류
기타유지물자(비닐),10종
오렌지 등 9종 구매,미분류
근속 30주년 기념휘장 등 3종 제조 구매,미분류
00지역 음식물쓰레기 위탁처리 용역(44개소),미분류
치과용 캐비닛 1항목 구매 설치(물품),미분류
항공유 시료채취병 등 17품목,3종
순살조각닭 등 6종 구매,미분류
냉장염지조각닭 등 7종 구매,미분류
LBP-6535K 토너/드럼(슈퍼재생) 등 7항목 제조,2종
HP-CLJ5550DN 검정(정품) 등 70항목 구매,미분류
흑구습구온도계 등 4항목 구매(물품),미분류
이마형 체온계 등 7항목  구매(물품),미분류
수술용 칼 5항목 구매(물품),미분류
에프시 듀라토프 디피 등 20품목,미분류
에프시 듀라토프 디피 등 20품목,미분류
에프시 듀라토프 디피 등 20품목,미분류
신교대대 식기세척기 임차,미분류
어린이집 비품 32종 구매,미분류
어린이집 취사 비품류 100종 구매,미분류
어린이집 교구교재 310종 구매,미분류
어린이집 가전제품 22종 구매,미분류
16년 대공표적기지원용역(발칸용),미분류
1분기 정보체계 운용용품 구매,미분류
'16-6-실내공기질 측정 용역,미분류
00부대 군숙소 청소 용역,미분류
동대 프린터 렌탈,2종
유수분리기 필터,9종
00지역 식기세척기 임차용역,미분류
'15년 정보보호체계 교체사업 리스,미분류
체력단련장 코스관리자재 비료 구매,미분류
체력단련장 코스관리자재 농약 구매,미분류
'16년 인터넷 유해사이트 차단체계 교체사업,미분류
"16-해군특전 전투복(상, 하)제조 납품",미분류
16-고속정 항해복 제조 납품,미분류
체력단련장 코스관리자재 모래 구매,4종
인쇄소모용품 11종 구매,미분류
바인더 등 263종,미분류
플라이형 제침기 등 183종,미분류
마포대 등 504종,미분류
플라스틱 제본링 등 854종,미분류
멸균딸기우유 등 2종 구매,1종
멸균딸기우유 등 2종 구매,1종
이온음료 등 2종 구매,1종
이온음료 등 2종 구매,1종
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
냉면육수 등 31종 구매,미분류
2016년 영선자재 구매,미분류
의장대대 행사용품 구매(해군 의장마크 등 00종),미분류
00지역 식기세척기 임차용역,미분류
바나나 구매,미분류
16년 군 부식 민간위탁배송 용역,미분류
"부품키트, 스로틀, 조절레버용 등 17품목",9종
